numUniqueEditors,numEdits,connectivity,numAnonEdits,numRegisteredEdits,numExternalLinks,numReverts,numBrokenLinks,numInnerLinks,articleLength,flesch,kincaid,infoNoise,diversity,numImages,adminShare,age,medianRevertTime,id,lang,name,authority,completeness,complexity,informativeness,consistency,volatility,currency,informativeness2,infoNoise2,,
1251,2503,12236,1114,1389,222,366,2,314,32283,44,15,0.885326643,0.49980024,28,0.19376747902517,6593,2,61752,en,Spina bifida          ,2490.3,6583,44,8.6313158416758,3296.61626048742,2,35,8.63128019699366,0.885267234701782,,
135,231,10665,64,167,19,7,2,87,16134,60,-1,0.892896988,0.584415584,16,0.047619047619048,6160,3,444888,fr,Spina bifida          ,1175.1,3262.4,60,4.98508884198732,3080.02857142857,3,204,4.98499721977013,0.892744284032468,,
80,139,11918,42,97,18,8,0,39,4529,3,-1,0.885625966,0.575539568,9,0.014388489208633,5266,32,556739,it,Spina bifida          ,1259.7,921.4,3,2.88605183859095,2633.00863309352,32,121,2.88605183859095,0.885625965996909,,
218,376,11857,127,249,19,21,2,69,21965,56,-1,0.900478033,0.579787234,11,0.007978723404255,5618,56,527973,de,Spina bifida          ,1364.9,4421.4,56,3.49241447951528,2809.00478723404,56,210,3.49241447951528,0.900478033234691,,
30,51,11820,4,47,14,1,2,28,1257,58,-1,0.856006364,0.588235294,3,0,4579,122,156411,tr,Spina bifida          ,1206.8,263.4,58,1.06066264214516,2289.5,122,49,1.06066264214516,0.856006364359586,,
556,1185,12255,351,834,150,117,1,188,24815,40,16.6,0.883779972,0.469198312,34,0.155274261603376,5358,1,46865,en,Spinal disc herniation         ,1792.4,5038.6,40,10.448748995733,2679.09316455696,1,53,10.448748995733,0.883779971791255,,
173,436,9301,89,347,71,34,0,96,11350,26,18.7,0.872422907,0.396788991,31,0.23394495412844,3778,9.5,43898,en,Spinal stenosis          ,1128.8,2308.4,26,9.58538034999798,1889.14036697248,9.5,117,9.58538034999798,0.872422907488987,,
85,128,4792,34,94,9,6,0,34,10334,56,-1,0.903038514,0.6640625,1,0.015625,5591,10,538299,de,Spinale Stenose          ,541.6,2080.4,56,0.443385608186568,2795.509375,10,17,0.443385608186568,0.903038513644281,,
6,11,7014,0,11,17,3,1,30,5330,-1,-1,0.886116323,0.545454545,1,0,868,977.5,500369,id,Spiritus           ,709.3,1078.4,-1,0.504397066348286,434,977.5,47,0.504397066348286,0.886116322701689,,
93,167,10145,39,128,15,4,1,74,7847,56,-1,0.886580859,0.556886228,5,0.053892215568862,5564,11,519416,de,Spironolacton           ,1091.3,1599.4,56,1.69781677882924,2782.03233532934,11,26,1.69781677882924,0.886580858926978,,
362,1270,12275,227,1043,566,35,156,1816,52630,24,17.3,0.889720692,0.28503937,57,0.448031496062992,6160,3,13952,en,Spironolactone           ,1827.3,11314.8,24,17.4628087929252,3080.26881889764,3,23,17.4628087929252,0.889720691620749,,
43,82,10520,16,66,21,1,2,57,4186,35,-1,0.879598662,0.524390244,7,0.121951219512195,4368,10,448247,fr,Spironolactone           ,1091,860.8,35,2.31312505098295,2184.07317073171,10,53,2.31312505098295,0.879598662207358,,
3,4,1001,0,4,50,1,36,89,2093,-1,-1,0.898709986,0.75,4,0,417,52,486111,id,Spironolakton           ,111.9,468.6,-1,1.2892259913999,208.5,52,284,1.2892259913999,0.898709985666507,,
51,94,10685,11,83,33,1,9,190,5025,-2,-1,0.88039801,0.542553191,10,0.010638297872341,4992,1140,561190,it,Spironolattone           ,1114.9,1084.6,-2,3.20270689107653,2496.00638297872,1140,28,3.20270689107653,0.880398009950249,,
86,185,10659,52,133,10,3,17,296,9569,10,-1,0.886299509,0.464864865,9,0.005405405405405,5292,12,548215,it,Spondilite anchilosante          ,1146.7,2039,10,2.95286078637944,2646.00324324324,12,57,2.95286078637944,0.886299508830599,,
256,561,10928,171,390,52,16,11,154,20162,48,-1,0.888503125,0.456327986,13,0.007130124777184,5797,2,440036,fr,Spondylarthrite ankylosante          ,1344.6,4098.4,48,4.15930508337016,2898.50427807487,2,69,4.15930508337016,0.888503124690011,,
258,519,10832,133,386,15,32,6,140,23453,57,-1,0.895365198,0.497109827,9,0.009633911368015,6233,13,505484,de,Spondylitis ankylosans          ,1316.4,4749,57,2.93895322313548,3116.50578034682,13,161,2.93895322313548,0.89536519848207,,
307,3164,9144,479,2685,609,189,103,1540,27580,24,22.9,0.8775562,0.097029077,84,0.223767383059418,262,4,690,en,Sputnik V COVID-19 vaccine        ,2151.4,6173.2,24,25.6683162738165,131.134260429836,4,12,25.6696601236784,0.879795949914979,,
46,97,3208,22,75,35,7,0,78,8423,23,20.9,0.872254541,0.474226804,38,0.216494845360825,1398,160,10020,en,Squamous cell carcinoma         ,370.4,1715.8,23,11.6388166422082,699.129896907216,160,35,11.6388166422082,0.872254541137362,,
126,263,11028,54,209,14,13,15,120,7586,-1,-1,0.819404166,0.479087452,3,0.007604562737643,5767,98,386090,he,SSRI           ,1219,1571.2,-1,1.104190027858,2883.50456273764,98,12,1.10421858808485,0.819451765946231,,
564,1102,12205,418,684,51,103,3,173,39869,60,-1,0.895708445,0.511796733,3,0.011796733212341,6658,17,507022,de,Stammzelle           ,1746.8,8044.2,60,1.13034702716733,3329.00707803993,17,205,1.13037496642141,0.895755010581352,,
56,280,11006,10,270,84,0,26,103,25088,-1,-1,0.862723214,0.2,10,0,5093,0,404212,ca,Staphylococcus aureus          ,1213.6,5069.2,-1,3.39763392857143,2546.5,0,11,3.39763392857143,0.862723214285714,,
33,48,10931,11,37,4,2,84,151,4604,-1,-1,0.865551694,0.6875,4,0.020833333333333,4006,0,478637,id,Staphylococcus aureus          ,1116.6,1014.8,-1,1.30683101650738,2003.0125,0,159,1.30683101650738,0.865551694178975,,
144,227,12275,78,149,14,11,12,113,11160,26,-1,0.884050179,0.634361233,9,0,5473,0.5,549088,it,Staphylococcus aureus          ,1338.3,2282,26,2.84981336743878,2736.5,0.5,10,2.84981336743878,0.88405017921147,,
483,993,10982,260,733,77,66,7,273,48240,53,-1,0.895107794,0.486404834,11,0.011077542799597,6516,1.5,507325,de,Staphylococcus aureus          ,1553.9,9760,53,3.5452217763148,3258.00664652568,1.5,9,3.5452217763148,0.895107794361526,,
1318,2535,12343,1092,1443,327,281,0,393,43505,30,18.3,0.882955982,0.519921105,106,0.139644970414201,6766,2,11936,en,Staphylococcus aureus          ,2517.3,8858.2,30,32.0178209265207,3383.08378698225,2,13,32.0178209265207,0.882955982071026,,
116,160,12188,63,97,16,17,4,69,4287,79,-1,0.879169582,0.725,5,0.00625,5786,4,125652,pt,Staphylococcus aureus          ,1304.6,886.6,79,1.59250174947516,2893.00375,4,206,1.59250174947516,0.879169582458596,,
36,49,10953,8,41,13,1,7,23,1650,88,-1,0.863636364,0.734693878,3,0,4258,27,156840,tr,Staphylococcus aureus          ,1120.9,342,88,0.977365491651206,2129,27,32,0.976461779978263,0.862130177514793,,
31,300,10691,5,295,45,5,6,60,2010,-1,-1,0.819900498,0.103333333,25,0.016666666666667,3606,659,383958,he,Staphylococcus aureus          ,1176.3,428.4,-1,7.92994029850746,1803.01,659,18,7.92994029850746,0.819900497512438,,
87,152,10774,26,126,66,1,10,115,19201,36,-1,0.879693766,0.572368421,10,0,5360,6,443097,fr,Staphylococcus aureus résistant à la méticilline      ,1156.2,3890.2,36,3.18439520693824,2680,6,42,3.18439520693824,0.87969376594969,,
4,6,994,0,6,2,3,5,18,1653,-1,-1,0.868118572,0.666666667,1,0,178,52,418067,ca,Staphylococcus aureus resistent a la meticil·lina      ,102.4,339.8,-1,0.420871143375681,89,52,156,0.420871143375681,0.868118572292801,,
43,93,11951,18,75,7,2,6,44,4452,53,-1,0.891509434,0.462365591,4,0,5290,11,127947,pt,Staphylococcus aureus resistente à meticilina       ,1235.4,910.4,53,1.45748630553865,2645,11,248,1.45748630553865,0.891509433962264,,
18,35,10201,4,31,4,1,27,130,2632,10,-1,0.892097264,0.514285714,12,0,3316,66,549089,it,Staphylococcus aureus resistente alla meticillina       ,1035.7,589.2,10,3.82668693009118,1658,66,50,3.82668693009118,0.89209726443769,,
280,578,11151,206,372,64,45,6,198,20661,15,-1,0.891244373,0.484429066,12,0.001730103806228,5897,5,431410,fr,Staphylocoque doré          ,1391.4,4213.8,15,3.84408918462798,2948.50103806228,5,14,3.84408918462798,0.891244373457238,,
166,260,12045,130,130,19,35,1,280,20890,-379,-1,0.707802776,0.638461538,242,0.057692307692308,4617,1,565345,it,Stati per aspettativa di vita       ,1343,4290.4,-379,72.6416047427919,2308.53461538462,1,46,72.6416047427919,0.707802776448061,,
50,627,1279,36,591,132,5,5,1315,9502,18,26.5,0.874131762,0.079744817,88,0.033492822966507,156,0,5336,en,Statistics of the COVID-19 pandemic in the United States   ,357.5,2428.4,18,26.8766321670885,78.0200956937799,0,13,26.8756739736559,0.872534772680091,,
7,38,7023,0,38,38,1,5,81,17956,33,-1,0.876364446,0.184210526,3,0,553,0.5,577553,it,Stato ipnagogico          ,722.7,3625.6,33,1.31529235206528,276.5,0.5,43,1.31529235206528,0.876364446424593,,
61,84,10494,12,72,20,3,0,48,5170,51,-1,0.894197292,0.726190476,11,0.023809523809524,6738,2,442756,fr,Stéatose hépatique          ,1092.9,1053.2,51,3.40080408952749,3369.01428571429,2,108,3.40080408952749,0.894197292069632,,
63,95,10278,29,66,11,3,38,258,6888,-14,-1,0.885452962,0.663157895,5,0,5336,15,546327,it,Steatosi epatica          ,1074.9,1496,-14,1.63337704016138,2668,15,53,1.63340495955807,0.885499494000289,,
203,395,12090,103,292,45,22,11,136,23426,64,-1,0.874242295,0.513924051,17,0.007594936708861,6448,7,534115,de,Stechäpfel           ,1394,4744,64,5.31619094655187,3224.00455696203,7,48,5.31619094655187,0.874242294886024,,
3047,6711,12394,2717,3994,281,1204,4,413,45046,39,17,0.881254717,0.454030696,47,0.153330353151542,7145,2,4744,en,Stem cell          ,4551.2,9176,39,14.3563344129165,3572.59199821189,2,18,14.3562267667386,0.881075307103436,,
14,28,1552,2,26,9,2,0,59,2527,-25,-1,0.874950534,0.5,5,0.035714285714286,2344,5,560246,it,Stenosi spinale          ,169,529,-25,1.72497032053819,1172.02142857143,5,721,1.72497032053819,0.874950534230313,,
119,201,7724,56,145,38,7,0,336,9434,21,22,0.881916472,0.592039801,24,0.134328358208955,4780,531,4516,en,Stephen Hahn (oncologist)         ,871.8,2021.2,21,7.37392600280345,2390.08059701493,531,21,7.37392600280345,0.881916472334111,,
1045,2596,12309,729,1867,213,239,9,298,102644,56,-1,0.89912708,0.402542373,33,0.010785824345146,6675,12,512815,de,Sterbehilfe           ,2405.9,20651.6,56,10.197950824274,3337.50647149461,12,16,10.1979302587233,0.899092804086786,,
5,9,6889,2,7,10,2,4,23,3810,-106,-1,0.862729659,0.555555556,0,0,273,63,165532,tr,Stevens-Johnson sendromu          ,694.8,772.8,-106,0.184304461942257,136.5,63,184,0.184304461942257,0.862729658792651,,
72,94,10726,32,62,2,6,0,38,3904,50,-1,0.886270492,0.765957447,1,0.010638297872341,5744,0.5,516094,de,Stevens-Johnson-Syndrom           ,1120.6,796,50,0.372187826996861,2872.00638297872,0.5,29,0.372187826996861,0.886270491803279,,
596,1136,11268,425,711,160,81,0,304,20752,35,15.4,0.873843485,0.524647887,15,0.181338028169014,7126,2.5,13958,en,Stevens–Johnson syndrome          ,1685.6,4272,35,4.70951735858482,3563.1088028169,2.5,37,4.70951735858482,0.873843484965304,,
541,1123,11902,352,771,127,97,4,227,20923,44,17,0.884624576,0.481745325,42,0.202137132680321,6561,6,32006,en,Stillbirth           ,1725,4277,44,12.841727550482,3280.62128227961,6,53,12.841727550482,0.884624575825646,,
543,1164,12272,275,889,138,79,9,252,90526,70,-1,0.877825155,0.466494845,13,0.009450171821306,6298,0,508180,de,Stillen           ,1763.8,18209.6,70,4.14679818590592,3149.00567010309,0,38,4.14681397777539,0.87785147498648,,
170,270,12048,78,192,55,16,51,294,14007,-38,-1,0.882987078,0.62962963,7,0.011111111111111,5903,5,548222,it,Stitichezza           ,1343.4,2939.4,-38,2.252014468956,2951.50666666667,5,116,2.252014468956,0.882987077889627,,
3,3,460,0,3,11,1,1,22,258,49,-1,0.872093023,1,5,0.333333333333333,3084,8,430178,fr,Stomatite aphteuse          ,49.7,60.8,49,1.42325581395349,1542.2,8,71,1.42325581395349,0.872093023255814,,
105,381,10221,61,320,67,21,15,332,46168,8,-1,0.881909548,0.275590551,24,0.010498687664042,3175,10,545343,it,Storia della pandemia di AIDS       ,1183.2,9372.4,8,7.56379139793455,1587.5062992126,10,13,7.56367048928655,0.881708033325357,,
47,303,10638,30,273,22,0,3,141,30174,5,-1,0.87396434,0.155115512,61,0.00990099009901,3409,0,552122,it,Storia della poliomielite         ,1171.5,6092.4,5,18.7313092971655,1704.50594059406,0,9,18.7308528576601,0.873203607651393,,
254,423,10851,165,258,15,56,1,147,9677,55,-1,0.887051772,0.600472813,14,0.00709219858156,6044,4,444889,fr,Strabisme           ,1299.1,1994.6,55,4.37194737540282,3022.00425531915,4,9,4.37194737540282,0.887051772243464,,
146,267,12089,82,185,12,28,3,45,4568,-20,-1,0.886383538,0.546816479,7,0.00374531835206,5152,40,550923,it,Strabismo           ,1337.2,932.8,-20,2.30374023495149,2576.00224719101,40,18,2.30374023495149,0.88638353765324,,
653,1376,12276,442,934,140,96,0,332,22522,37,17.7,0.892593908,0.474563953,66,0.136627906976744,6232,1,15734,en,Strabismus           ,1872,4637.2,37,20.0508179728142,3116.08197674419,1,14,20.0507757707072,0.892523571333717,,
388,616,11025,248,368,7,81,3,111,13768,62,-1,0.887347472,0.62987013,3,0.011363636363636,6300,3,532348,de,Strahlenkrankheit           ,1415.4,2799.2,62,1.05448640551778,3150.00681818182,3,16,1.05448640551778,0.887347472399768,,
161,229,10581,64,165,39,15,0,51,5315,31,17.8,0.887676388,0.703056769,20,0.135371179039301,6053,12.5,11700,en,Strain (biology)          ,1177.7,1083.4,31,6.11077177141402,3026.58122270742,12.5,50,6.11077177141402,0.887676387582314,,
541,923,12014,268,655,50,73,0,135,28628,62,-1,0.896220483,0.586132178,19,0.003250270855905,6362,14,518012,de,Straßenverkehrsunfall           ,1645.2,5779.6,62,5.88605298345679,3181.00195016251,14,13,5.88605298345679,0.896220483442783,,
92,295,12222,28,267,118,6,118,362,40295,-1,-1,0.884749969,0.311864407,7,0,5592,0,483194,id,Strok           ,1357.3,8251,-1,2.44373133731947,2796,0,47,2.44371816355579,0.884728012705976,,
1782,4154,12476,1262,2892,566,496,1,605,65136,39,16.9,0.887097765,0.428984112,137,0.263601348098219,7318,1,699,en,Stroke           ,3238.4,13269.6,39,41.3748681917865,3659.15816080886,1,35,41.3748681917865,0.887097764676983,,
42,76,11967,19,57,30,2,5,29,4665,-4,-1,0.88681672,0.552631579,7,0,4032,7,545952,it,Studio sulla sifilide di Tuskegee       ,1235.8,946.6,-4,2.30051108478592,2016,7,71,2.30058604515135,0.886941654199615,,
365,1147,12117,181,966,202,103,1,352,33829,42,15.7,0.891306276,0.318221447,75,0.414123801220575,6166,4,43800,en,Subarachnoid hemorrhage          ,1718.2,6907,42,22.8438508970562,3083.24847428073,4,22,22.8438508970562,0.891306275680629,,
183,442,10630,79,363,4,5,1,109,30825,56,-1,0.900340633,0.414027149,11,0.02262443438914,6025,6,516699,de,Subarachnoidalblutung           ,1242.4,6209,56,3.59178808996928,3012.51357466063,6,87,3.59178808996928,0.900340632603406,,
9,25,6900,0,25,24,3,13,143,32659,60,-1,0.874889005,0.36,6,0,378,1,170255,tr,Subaraknoid kanama          ,704.1,6594.2,60,2.10893340273738,189,1,81,2.10893340273738,0.874889004562295,,
285,467,11963,168,299,57,21,0,348,12055,43,15.2,0.881874741,0.610278373,32,0.169164882226981,6159,2,42372,en,Subdural hematoma          ,1427.9,2550.2,43,9.76295782090828,3079.60149892934,2,27,9.76295782090828,0.881874740771464,,
9,17,6902,0,17,48,0,13,31,10369,74,-1,0.869804224,0.529411765,5,0,359,0,170221,tr,Subdural kanama          ,706.7,2091.4,74,1.70423547565424,179.5,0,29,1.70391559005689,0.869271081467365,,
1714,3522,11508,1369,2153,194,750,2,716,40882,31,18,0.876987427,0.486655309,57,0.168086314593981,6774,3,9260,en,Substance abuse          ,2950.9,8463.6,31,17.3341992706478,3387.10085178876,3,18,17.3341992706478,0.876987427229587,,
45,216,1130,11,205,56,8,1,65,9684,20,21.8,0.867513424,0.208333333,5,0.050925925925926,203,1,62219,en,Sucharit Bhakdi          ,201.5,1963.2,20,1.89550805452292,101.530555555556,1,19,1.89447426878934,0.865790447982229,,
280,755,7248,103,652,69,87,2,111,16692,62,-1,0.894500359,0.370860927,0,0.009271523178808,4325,7,501164,de,Sucharit Bhakdi          ,1057.5,3383.6,62,0.314183659380788,2162.50556291391,7,9,0.314166680218162,0.894472060849254,,
110,185,12137,79,106,15,7,1,23,2757,74,-1,0.846935074,0.594594595,5,0,5068,78,158001,tr,Suçiçeği           ,1304.2,561,74,1.65140428785695,2534,78,46,1.65140428785695,0.846935074356184,,
9,12,6899,2,10,10,1,0,15,772,6,-1,0.85880829,0.75,2,0,311,284.5,173606,tr,Suda boğulma          ,697.5,160.4,6,0.665284974093264,155.5,284.5,44,0.665284974093264,0.85880829015544,,
1221,2587,12244,884,1703,220,255,0,113,18230,48,15.7,0.882172244,0.471975261,46,0.188248936992656,6851,1,58403,en,Sudden infant death syndrome        ,2453.6,3691.2,48,14.0461181895808,3425.6129493622,1,35,14.0461181895808,0.88217224355458,,
24,58,10234,9,49,4,2,30,247,7586,90,-1,0.888478777,0.413793103,12,0,4531,14,121911,pt,Sudor anglicus          ,1047.9,1628,90,3.88481140394738,2265.5,14,97,3.88481140394738,0.88847877669391,,
91,155,10805,25,130,18,2,3,131,14503,64,-1,0.883679239,0.587096774,11,0.012903225806452,5350,8,431189,fr,Suette           ,1151.9,2954.2,64,3.47794947875078,2675.00774193548,8,14,3.47794947875078,0.883679238778184,,
349,641,11877,174,467,126,50,3,256,19756,25,20.1,0.886515489,0.544461778,15,0.174726989079563,5580,4,9264,en,Suicidal ideation          ,1507.4,4054.8,25,4.70523222629654,2790.10483619345,4,13,4.70518183265921,0.886431499569816,,
1030,2359,12310,700,1659,157,179,6,616,76896,50,-1,0.887549417,0.436625689,18,0.016108520559559,6252,0,429886,fr,Suicide           ,2299.8,15628,50,5.67055423712623,3126.00966511234,0,15,5.66939148032907,0.885611489399661,,
3702,8736,12366,2542,6194,548,939,1,450,47977,54,13.2,0.886966672,0.423763736,167,0.227678571428571,7176,4,9265,en,Suicide           ,5243.3,9775.8,54,50.3779217611598,3588.13660714286,4,18,50.3779261170521,0.886973931350492,,
85,275,12091,8,267,40,4,3,173,25427,-1,-1,0.851614426,0.309090909,5,0.003636363636364,5034,0,405719,ca,Suïcidi           ,1318.6,5155.8,-1,1.8255141099118,2517.00218181818,0,20,1.8255141099118,0.851614425610571,,
4,11,753,0,11,9,0,0,32,5151,-1,-1,0.861774413,0.363636364,2,0,41,0,414863,ca,Suïcidi assistit          ,81.2,1043,-1,0.898882829459417,20.5,0,9,0.898882829459417,0.861774412735391,,
655,1378,12118,501,877,336,124,5,455,55136,31,-1,0.885737086,0.47532656,27,0.013062409288824,6159,11.5,547900,it,Suicidio           ,1910.7,11211.2,31,8.34624631574691,3079.50783744557,11.5,29,8.34639479243313,0.885984547620767,,
490,934,10976,385,549,238,153,12,314,60389,81,-1,0.878885227,0.524625268,19,0.004282655246253,5937,2,124584,pt,Suicídio           ,1607.8,12208.2,81,5.91255597586568,2968.50256959315,2,38,5.91256768552461,0.878904743540301,,
9,13,662,3,10,11,1,0,17,1504,59,-1,0.896276596,0.692307692,2,0,1683,10,131804,pt,Suicídio assistido          ,74.7,307.6,59,0.722381342062193,841.5,10,61,0.722381342062193,0.896276595744681,,
48,59,10334,16,43,23,4,1,37,2069,-5,-1,0.872885452,0.813559322,3,0.033898305084746,3660,3,556532,it,Suicidio assistito          ,1068.1,429,-5,0.935595677925142,1830.02033898305,3,61,0.934555398797905,0.87115165336374,,
1864,4191,12211,1216,2975,123,459,0,549,107479,65,-1,0.887475693,0.444762586,21,0.010498687664042,6762,2,501165,de,Suizid           ,3135.1,21715.4,65,6.56562786385871,3381.0062992126,2,11,6.56568603450877,0.887572644009484,,
99,156,959,37,119,15,8,1,48,9492,50,-1,0.886430678,0.634615385,4,0.006410256410256,6389,5.5,509307,de,Suizidalität           ,171.6,1918,50,1.35108917631042,3194.50384615385,5.5,56,1.35108917631042,0.886430678466077,,
74,128,11111,33,95,4,7,5,34,1065,89,-1,0.870422535,0.578125,2,0,5226,319,164737,tr,Sülük           ,1170.5,228.6,89,0.775378521126761,2613,319,46,0.775378521126761,0.870422535211267,,
41,62,11192,6,56,5,0,2,13,5866,-1,-1,0.866518923,0.661290323,1,0,5527,0,488114,id,Sumpah Hippokrates          ,1147.6,1179.2,-1,0.423137160014518,2763.5,0,507,0.423137160014518,0.866518922604841,,
108,200,12115,55,145,36,2,46,166,23798,-1,-1,0.899487352,0.54,14,0.055,5207,7,479959,id,Sunat           ,1306.4,4844.4,-1,4.41569241112699,2603.533,7,73,4.41569241112699,0.899487351878309,,
9,16,7141,0,16,11,3,1,45,4441,-1,-1,0.848682729,0.5625,4,0,1395,4,406050,ca,Suor anglesa          ,722.9,906.6,-1,1.37170963746904,697.5,4,24,1.37170963746904,0.848682729115064,,
1171,2322,12366,1053,1269,120,227,4,303,35524,25,20.4,0.894662763,0.504306632,23,0.095176571920758,5916,6,8058,en,Surrogacy           ,2364.8,7227.6,25,7.13421367859324,2958.05710594315,6,19,7.13421545768802,0.89466572836031,,
160,339,12130,135,204,45,41,0,43,15696,-3,-1,0.890927625,0.471976401,5,0.002949852507375,4761,4,556875,it,Surrogazione di maternità         ,1381.5,3156.4,-3,1.75137073421558,2380.5017699115,4,27,1.75137073421558,0.890927624872579,,
10,12,2815,1,11,1,1,19,52,626,80,-1,0.862619808,0.833333333,13,0.083333333333333,4383,25,128789,pt,Surto de gripe suína de 1976      ,287.4,153.6,80,3.91757188498403,2191.55,25,97,3.91757188498403,0.862619808306709,,
1,3,15,0,3,27,3,18,65,5084,80,-1,0.889653816,0.333333333,5,0,143,5,143529,pt,Surto em Eluru         ,8,1050,80,1.8337922895358,71.5,5,137,1.8337922895358,0.889653815892998,,
24,25,10689,3,22,2,1,0,14,828,82,-1,0.849033816,0.96,0,0,5440,10,158002,tr,Suş           ,1082.2,171.2,82,-0.066579710144928,2720,10,1530,-0.066579710144928,0.849033816425121,,
419,720,12089,238,482,82,43,2,338,19270,52,13,0.88619616,0.581944444,43,0.197222222222222,6082,6,3312,en,Sweating sickness          ,1561.8,3990,52,13.0825510292337,3041.11833333333,6,14,13.0825510292337,0.886196159833939,,
440,788,11957,244,544,82,31,8,125,78329,58,-1,0.902628656,0.558375635,15,0.003807106598985,6469,0,506290,de,Synästhesie           ,1570.2,15719,58,4.70655181292133,3234.50228426396,0,68,4.7065553225911,0.902634505502934,,
12,25,4780,2,23,6,1,0,22,1805,28,-1,0.866481994,0.48,1,0.04,2660,9,439266,fr,Syndrome cannabinoïde          ,489.6,369.8,28,0.5318891966759,1330.024,9,47,0.5318891966759,0.866481994459834,,
107,209,10867,47,162,25,6,2,51,11714,47,-1,0.891753457,0.511961722,18,0.014354066985646,6294,3,461303,fr,Syndrome d'Angelman          ,1182.3,2364,47,5.62787504094802,3147.00861244019,3,16,5.62787504094802,0.8917534574014,,
264,2061,10998,127,1934,68,17,23,214,28664,45,-1,0.891257326,0.128093159,10,0.004852013585638,5893,5,441421,fr,Syndrome d'apnées du sommeil        ,1802.3,5827.6,45,3.45789850056124,2946.50291120815,5,89,3.45789850056124,0.891257326262908,,
870,2762,11112,633,2129,372,87,8,707,92754,56,-1,0.90204196,0.314989138,30,0.003258508327299,6173,0,429887,fr,Syndrome d'Asperger          ,2277.6,18836.8,56,9.35223169328938,3086.501955105,0,10,9.35222778401915,0.902035445004153,,
129,255,10932,93,162,20,11,3,53,14444,55,-1,0.891096649,0.505882353,8,0.003921568627451,5200,227,432283,fr,Syndrome d'Ehlers-Danlos          ,1212.1,2911.2,55,2.63112857771189,2600.00235294118,227,15,2.63105222300348,0.890969391280315,,
1546,3536,12375,1179,2357,138,518,18,594,67935,48,-1,0.888216678,0.437217195,19,0.008201357466063,6838,0,427097,fr,Syndrome d'immunodéficience acquise         ,2908.4,13831.8,48,5.9705996898819,3419.00492081448,0,14,5.97060281060288,0.888221878908262,,
234,729,12421,66,663,38,3,6,551,67298,45,-1,0.881274332,0.320987654,98,0.00960219478738,5741,0,459028,fr,Syndrome d'irradiation aiguë         ,1522.7,13682.4,45,29.7361720066526,2870.50576131687,0,41,29.7361720066526,0.881274332075247,,
129,249,10746,98,151,47,7,0,100,14530,38,-1,0.882931865,0.518072289,7,0,5611,8,432438,fr,Syndrome de Cushing         ,1196.4,2946,38,2.31891574557003,2805.5,8,161,2.31891574557003,0.882931865106676,,
67,129,10757,16,113,22,1,3,65,4535,39,-1,0.873208379,0.519379845,6,0.038759689922481,5954,2,473705,fr,Syndrome de délétion 22q11.2        ,1134.1,934.2,39,2.01229712058665,2977.02325581395,2,71,2.01229712058665,0.873208379272326,,
114,236,11160,45,191,69,7,4,121,19503,36,-1,0.885504794,0.483050847,8,0.008474576271186,4357,4,432284,fr,Syndrome de fatigue chronique        ,1230,3950.6,36,2.64147236800596,2178.50508474576,4,11,2.64145191153467,0.885470700015408,,
452,760,11133,313,447,126,77,6,365,18443,43,-1,0.877731389,0.594736842,17,0.003947368421053,5918,8,446118,fr,Syndrome de Gilles de La Tourette      ,1511.3,3837,43,5.26979672789848,2959.00236842105,8,11,5.26973612711658,0.877630387299558,,
117,251,10827,55,196,39,12,1,140,8258,41,-1,0.860377815,0.466135458,6,0.01593625498008,5952,9,443540,fr,Syndrome de Gougerot-Sjögren         ,1198.3,1708,41,2.03654541437061,2976.00956175299,9,68,2.03651378831453,0.860325105358218,,
268,556,11128,172,384,57,21,2,166,25293,54,-1,0.885027478,0.482014388,20,0.008992805755396,5937,7,434607,fr,Syndrome de Guillain-Barré         ,1368.1,5125.8,54,6.24180785368147,2968.50539568345,7,95,6.24109803925944,0.883844453921606,,
253,426,10913,144,282,37,28,2,74,6393,25,-1,0.875801658,0.593896714,8,0.004694835680751,6276,0,440285,fr,Syndrome de Klinefelter         ,1299.9,1309,25,2.56914296666909,3138.00281690141,0,15,2.56783209631231,0.873616874135546,,
178,388,10631,202,186,72,11,4,200,23534,32,-1,0.868148211,0.458762887,4,0.005154639175258,5788,10,430181,fr,Syndrome de l'intestin irritable        ,1253,4788.4,32,1.44563119470054,2894.0030927835,10,62,1.44574572382007,0.868339092964717,,
142,264,10879,66,198,41,10,3,77,13530,49,-1,0.886696231,0.537878788,14,0,5916,2,440526,fr,Syndrome de l'X fragile        ,1213.3,2738,49,4.40929046563193,2958,2,105,4.40929046563193,0.886696230598669,,
38,61,10287,15,46,8,1,24,112,6162,48,-1,0.897435897,0.62295082,8,0,4991,52,445668,fr,Syndrome de la tête qui explose      ,1058,1286.8,48,2.56469104665826,2495.5,52,239,2.56469104665826,0.897435897435897,,
251,460,10909,158,302,56,9,4,125,16451,43,-1,0.864385144,0.545652174,7,0.004347826086957,5836,7,433329,fr,Syndrome de Marfan         ,1308.8,3341.8,43,2.29123978190833,2918.00260869565,7,27,2.29109604080065,0.864145575247466,,
179,878,10440,98,780,149,2,7,200,63377,26,-1,0.894867223,0.203872437,10,0.003416856492027,5150,0,455203,fr,Syndrome de Münchhausen par procuration       ,1383.4,12758.2,26,3.41459687146049,2575.0020501139,0,105,3.41459687146049,0.894867223125108,,
