name,assess,Importance,numInfobox,InfoboxValues,InfoboxImages,numTemplates,numWpEdits,wpmShare,translated,codes,repLinks,numRecSections,HAuthority,HCompleteness,HInformativeness,HConsistency,Authority,Completeness,Complexity,Informativeness,Consistency
Diabetic ketoacidosis,GA,Mid,2,20,1,4,115,0.12568306010929,1,6,37,7,655.8,40330,22.7642827585895,3524.73879781421,451.2,4440,6.45,1.44428275858947,3524.6993442623
Diagnostic and Statistical Manual of Mental Disorders,C,High,0,0,0,1,115,0.050328227571116,0,0,58,0,1052,8883.4,1.5273873719899,3655.59562363239,1054.2,8883.4,-7.5,1.4473873719899,3655.55146608315
Dialysis,C,High,0,0,0,2,69,0.036031331592689,0,0,26,3,982.5,7164.2,6.95667531575977,3524.56845953003,981.1,4254.2,8.5,6.79667531575977,3524.56924281984
Diarrhea,B,High,1,12,1,3,284,0.085645355850422,1,6,141,7,1976,42621.2,21.8390832047268,3532.66272617612,1742.6,6731.2,8.45,8.59908320472683,3532.65018094089
Diclofenac,B,Mid,0,0,0,11,75,0.053456878118318,1,0,41,6,910.3,9714.2,4.65629924366426,3268.60156806842,709.1,3894.2,7,3.77629924366426,3268.58980755524
DiGeorge syndrome,C,Mid,2,23,1,6,83,0.17436974789916,1,8,80,3,486.1,45528.8,27.6910276208162,2869.33130252101,267.5,3818.8,3.3,3.21102762081623,2869.17899159664
Digoxin,B,High,0,0,0,10,107,0.120224719101124,1,0,38,8,659.4,10545,3.40129645765794,3285.72842696629,458,2785,0.6,2.60129645765794,3285.61865168539
Dilated cardiomyopathy,C,Mid,2,31,1,7,55,0.125570776255708,1,10,45,7,431.3,58216.4,35.4808467990343,3186.73858447489,226.3,2926.4,-1.25,2.92084679903426,3186.61506849315
Diphenhydramine,B,Mid,0,0,0,19,140,0.072916666666667,1,0,64,13,1122,17054.2,4.75245776809306,3245.63854166667,922,4444.2,-2.65,3.23245776809306,3245.5875
Diphtheria,B,High,1,14,1,4,114,0.061555075593953,1,6,56,6,1202.2,39401.2,19.9918987895656,3519.61695464363,996.8,4481.2,9.95,4.6718987895656,3519.61825053996
Disability,C,High,0,0,0,0,24,0.006507592190889,0,0,26,2,1790,13330.6,6.82914844975404,3680.51236442516,1804.8,11390.6,-2.15,6.82914844975404,3680.59680043384
Disease,C,Top,0,0,0,3,243,0.048004741209008,0,0,31,6,2715.5,13478.2,4.94008286440784,3658.0912090083,2714.1,7658.2,-4.65,4.70008286440784,3658.09150533386
Dissociative identity disorder,B,Mid,2,20,1,4,226,0.034657261156264,1,6,57,12,2963,54623,25.2611634982739,3582.0658487962,2776.4,13883,-4.95,3.94116349827395,3582.06256709094
Diverticulitis,B,High,1,15,1,2,179,0.144122383252818,1,6,38,7,832.5,39017,18.7695974983835,3158.77383252818,628.1,3127,7.5,2.60959749838354,3158.59758454106
Doctor (title),B,Low,0,0,0,0,7,0.00224358974359,0,0,38,0,1478.6,14924.2,2.03260614454837,3624.50426282051,1518.2,14924.2,10.85,2.03260614454837,3624.55442307692
Doctor of Medicine,C,High,0,0,0,2,69,0.026156178923427,0,0,4,1,1258.2,14889.6,4.89243318624261,3235.54969673995,1274.6,13919.6,5.65,4.73243318624261,3235.53206974981
Doctor of Osteopathic Medicine,C,Mid,0,0,0,3,228,0.202846975088968,0,0,4,1,493.3,5531.4,2.95826162982709,2531.88540925267,502.7,4561.4,-0.550000000000001,2.71826162982709,2531.53309608541
Dominance (genetics),C,Low,0,0,0,1,16,0.008117706747844,0,0,16,0,995.5,7174.4,4.19269604217341,3497.51542364282,998.3,7174.4,8.4,4.11269604217341,3497.55722983257
"Doogie Howser, M.D.",C,Low,0,0,0,0,0,0,0,0,1,0,586.7,3076.2,2.8859481599098,3168.5,598.9,3076.2,9.5,2.8859481599098,3168.55728643216
Dopamine,GA,Mid,1,31,1,6,436,0.130930930930931,0,0,156,3,1561.5,14622.2,40.8636557792197,3556.74876876877,1540.3,11712.2,1.5,8.38365577921971,3556.65135135135
Down syndrome,GA,High,1,13,1,4,714,0.094619666048238,1,7,109,9,3789.2,50589.2,22.7053228878063,3677.67977736549,3597.4,7909.2,15.8,8.38532288780634,3677.6511529287
Doxycycline,B,Mid,0,0,0,11,149,0.130358705161855,1,0,91,10,779.6,14024.4,4.7031818337657,3172.74768153981,567.2,4324.4,-5.45,3.8231818337657,3172.63175853018
Drowning,B,High,2,22,1,5,350,0.174476570289133,1,5,63,9,1174,43124.4,32.3368317083439,3363.83150548355,974,10144.4,8.6,8.93683170834386,3363.68185443669
Drug,C,High,0,0,0,2,149,0.052874378992193,0,0,24,1,1435.8,3807.8,4.57566975985315,3207.10046132009,1436.4,2837.8,6.45,4.41566975985315,3207.12455642299
Drug overdose,B,Mid,2,13,1,6,90,0.091743119266055,0,4,28,5,530.9,26605,19.7559128171153,3299.67431192661,525.5,2355,6.05,5.27591281711525,3299.60703363914
DSM-5,C,High,0,0,0,1,76,0.066029539530843,0,0,27,1,487.4,7893.4,1.00474006377729,2604.62545612511,505,6923.4,-19.1,0.924740063777287,2604.64074717637
Duloxetine,B,Mid,0,0,0,11,88,0.060398078242965,1,0,80,7,899.1,11059.6,4.45925651720927,3196.11475634866,686.5,4269.6,-7.5,3.57925651720927,3196.0996568291
Dupuytren's contracture,B,Mid,2,23,1,5,103,0.098753595397891,1,7,64,5,694.5,43643.8,27.9772616408755,3157.18763183126,491.3,4843.8,15.15,3.57726164087549,3157.08513902205
Dwarfism,C,Mid,2,11,1,3,25,0.005106209150327,0,5,16,6,2598.8,34375.2,17.2422775584714,3457.50970179739,2604,4305.2,8.5,5.0022775584714,3457.60674019608
Dysautonomia,B,Mid,2,13,1,5,240,0.269360269360269,0,3,30,5,402.2,20612.6,18.6083345611709,3247.01178451178,394.8,1212.6,-11.9,4.20833456117087,3246.55454545455
Dyscalculia,Start,Mid,2,10,0,3,16,0.015594541910331,0,5,72,7,536.7,35912.6,12.2182790170671,3203.02962962963,531.9,4872.6,-8.1,1.97827901706709,3203.09064327485
Dysentery,C,High,1,15,1,4,127,0.049551307062037,1,3,28,8,1594.2,25839.8,18.5670316130845,3504.59414748342,1390.4,3529.8,11.65,2.24703161308452,3504.58193523215
Dyslexia,GA,High,1,11,0,2,899,0.10641571969697,1,7,129,11,4096.5,50315.4,15.6572011246125,3677.70218986742,3882.5,5695.4,0.15,4.4972011246125,3677.56818181818
Dysthymia,B,Mid,1,13,1,3,37,0.029179810725552,0,5,30,6,644.6,34039.8,14.7380596212051,3538.05544164038,641,3969.8,-1.6,0.498059621205101,3538.0714511041
Ebola,B,High,1,15,1,3,1222,0.133508139407844,0,6,267,10,4278.9,50751.2,34.525170434018,3523.75366546487,4229.1,11951.2,12.35,18.285170434018,3523.63117010816
Economic impact of the COVID-19 pandemic,C,Low,0,0,0,1,0,0,0,0,17,1,125.6,15422,15.2752297791464,253.5,240.8,14452,7.5,15.1952297791464,253.556470588235
Edema,Start,Mid,1,12,1,4,64,0.07710843373494,1,5,13,3,609.6,30093.6,15.8624270820656,3495.1465060241,410.2,2933.6,9.9,2.54242708206564,3495.11204819277
Edward Jenner,B,High,0,0,0,1,34,0.008054963278844,0,0,57,0,2235,4614,12.9021936535808,3706.01530443023,2237,4614,5.7,12.8221936535808,3706.08102345416
Ehlers–Danlos syndromes,B,Mid,2,34,1,8,253,0.118113912231559,0,8,80,9,1004,54669.6,45.5198419781706,3434.72441643324,1000.2,7139.6,7.45,9.87984197817058,3434.60448179272
Electrocardiography,B,High,1,7,1,4,122,0.046247156937074,0,0,46,5,1268.7,13732.8,19.9330582516376,3486.58786959818,1264.9,8882.8,10.2,11.6130582516376,3486.59052312358
Electroconvulsive therapy,B,Mid,1,9,1,4,169,0.041831683168317,0,0,93,6,1770.9,15872.2,15.1156093213386,3571.07948019802,1768.5,10052.2,5.75,4.79560932133856,3571.05777227723
Electroencephalography,B,High,1,3,1,3,30,0.015159171298636,0,0,128,2,1005,15430.6,14.6422299593876,3439.02880242547,992.6,13490.6,5.75,10.4022299593876,3439.06791308742
Electronic cigarette,B,Mid,0,0,0,0,1054,0.082240948813983,0,0,417,4,4992.7,20068.2,10.9213054239373,2604.15625780275,4910.1,16188.2,12.65,10.9213054239373,2604.08155430712
Elizabeth Holmes,B,Low,0,0,0,0,79,0.0374940673944,0,0,6,0,951.1,4369.6,2.08431160061644,1301.57123872805,991.1,4369.6,13,2.08431160061644,1301.58058851448
Eluru outbreak,Start,Unknown,1,17,1,1,1,0.005649717514124,0,0,2,1,69.5,2579.8,19.3407641021993,148.510734463277,78.7,1609.8,7.1,1.26076410219932,148.584745762712
Emasculation,Start,Low,0,0,0,2,0,0,0,0,58,0,190.2,3293.8,2.9895682729031,3087,184.6,3293.8,3.35,2.8295682729031,3087.0612244898
Encephalitis,B,Mid,1,14,1,3,181,0.140637140637141,1,6,51,5,854.3,35766.2,18.1470632563783,3578.76721056721,643.3,1816.2,4.7,2.90706325637833,3578.58158508159
Endocrinology,C,High,0,0,0,2,19,0.024081115335868,0,0,7,2,402.9,4987.6,5.10812323157306,3732.54575411914,404.9,3047.6,2.65,4.94812323157306,3732.59201520913
Endometriosis,B,High,1,15,1,3,262,0.099129776768823,1,7,172,9,1472.8,51761.8,21.9215583299434,3534.68834657586,1240.8,9081.8,0.6,5.6815583299434,3534.5933030647
Endoscopy,C,Mid,1,6,1,3,44,0.039747064137308,0,0,22,4,571.6,7197,13.9980556413159,3387.07551942186,573.4,3317,4.3,6.75805564131591,3387.08346883469
Enema,C,Mid,1,5,1,1,69,0.037684325505188,0,0,67,4,952.1,11440.4,15.2708999974986,3479.57160021846,954.3,7560.4,-10.8,9.19089999749858,3479.57995630803
Epidemic,C,High,0,0,0,1,11,0.009565217391304,0,0,10,4,642.2,5907.2,3.49227531032964,3499.51817391304,643.2,2027.2,1.3,3.41227531032964,3499.57408695652
Epidemiology,C,Mid,0,0,0,1,18,0.009625668449198,0,0,46,1,954.4,9823.6,3.26369374323749,3499.51828877005,954.6,8853.6,-0.25,3.18369374323749,3499.56802139037
Epidemiology of HIV/AIDS,C,High,0,0,0,2,39,0.040498442367601,0,0,36,0,478.7,8175.2,3.34043173007371,2953.0769470405,479.5,8175.2,7.45,3.18043173007371,2953.06791277259
Epidural hematoma,C,Mid,2,19,1,6,44,0.115485564304462,1,6,11,6,399,36819.2,22.4934525907164,3107.21942257218,199.4,1899.2,17.9,2.01345259071637,3107.15590551181
Epigenetics,B,Mid,0,0,0,1,33,0.016003879728419,0,0,181,2,1038.1,13060,4.24182126241203,3555.03040737148,1010.9,11120,-2.65,4.16182126241203,3555.08089233754
Epiglottitis,Start,Mid,2,22,1,5,54,0.188811188811189,1,7,13,7,350,42210.8,24.7837795064976,3074.85874125874,151.8,1470.8,12.05,1.38377950649756,3074.64265734266
Epilepsy,GA,Top,2,22,1,4,889,0.173972602739726,1,6,152,14,2622.2,52494.2,29.0164153177642,3596.83054794521,2406.8,9814.2,17.1,5.69641531776422,3596.67424657534
Erectile dysfunction,C,High,2,12,1,5,226,0.103243490178164,0,6,36,5,1081.6,37935.4,16.9148360672863,3717.69616263134,1077.8,3985.4,5.7,3.51483606728632,3717.62910004568
Erysipelas,Start,Mid,2,13,1,3,78,0.105691056910569,0,6,15,5,344.4,35676,17.1621836835696,3520.70081300813,342.4,1726,8.45,2.9221836835696,3520.55528455285
Escitalopram,B,Mid,1,57,1,12,176,0.106408706166868,1,0,54,11,999.9,13775.2,62.2007248763899,3382.20217654172,794.7,3105.2,-5.3,3.24072487638986,3382.11318016929
Esophageal cancer,B,High,2,23,1,5,115,0.078018995929444,1,7,78,11,889,50382.4,33.1305936949681,3343.64823609227,682,5762.4,7.05,8.7305936949681,3343.63799185889
Estrogen,B,High,1,7,1,9,19,0.010982658959538,0,0,107,4,854,9063.4,11.6672604929719,3640.02086705202,835,5183.4,-5.3,2.94726049297194,3640.13456647399
Ethanol,B,Mid,0,0,0,7,43,0.005989692157682,0,0,31,5,3510.5,13329,10.9914205421833,3633.5113804151,3533.7,8479,7.9,10.4314205421833,3633.60513999164
Euphoria,B,Low,0,0,0,1,136,0.097421203438395,0,0,68,1,717,3760.4,4.51100137860194,2617.18510028653,714.4,2790.4,-8.8,4.43100137860194,2617.04426934097
Euthanasia,B,High,0,0,0,1,19,0.003181513730743,0,0,26,4,2869.4,11442,5.12617335594664,3645.50604487609,2882,7562,3.75,5.04617335594664,3645.59916275954
Exercise,C,High,0,0,0,1,225,0.051066727190195,0,0,191,3,2295.5,8453.8,6.92296613969543,3395.09702678166,2260.5,5543.8,-10.55,6.84296613969543,3395.07530640036
Exploding head syndrome,C,Low,2,13,0,1,129,0.13312693498452,1,0,14,6,714.2,7064,13.2500701141184,3196.75294117647,512.6,1244,1.15,0.170070114118358,3196.61517027864
Extracorporeal membrane oxygenation,C,Low,1,9,1,3,29,0.051056338028169,0,0,27,9,297.3,12575.2,19.1253848508267,3228.09700704225,295.5,3845.2,-0.1,8.88538485082666,3228.07394366197
Factitious disorder imposed on another,C,Mid,1,12,1,1,76,0.057794676806084,1,1,30,5,828.1,15752.8,13.8846555045449,2835.10980988593,632.1,6052.8,6,0.804655504544855,2835.07711026616
False positives and false negatives,Start,Low,0,0,0,0,0,0,0,0,6,0,71.1,1199.4,0.157510007145703,1318.5,70.5,1199.4,-0.6,0.157510007145703,1318.55413533835
Famotidine,Start,Mid,0,0,0,9,31,0.095092024539877,1,0,28,5,371.4,5917.4,2.69581410058132,3158.68067484663,168.8,1067.4,4.75,1.97581410058132,3158.59386503067
Fatal insomnia,C,Low,2,21,1,4,66,0.067901234567901,0,5,28,6,512.7,32149.6,24.56595271372,3571.62901234568,508.1,2079.6,11.55,2.24595271372001,3571.58086419753
Fatty liver disease,B,Mid,2,22,1,6,93,0.170018281535649,1,4,42,5,514.8,26671.4,28.1662243377648,3120.32303473492,307.4,2421.4,5.45,4.68622433776481,3120.14698354662
Female genital mutilation,FA,Mid,0,0,0,2,193,0.027841892671668,1,0,122,4,2978,17895.6,13.7142607866656,3640.05289959608,2778,14015.6,11.65,13.5542607866656,3640.22062896711
Fentanyl,B,High,1,60,1,14,238,0.085121602288984,1,0,79,12,1529,18641,69.2676538657847,3455.66173104435,1336,7001,5.75,7.14765386578465,3455.59356223176
Feral child,C,Low,0,0,0,0,0,0,0,0,10,1,938.8,6665,2.87276513022369,3485.5,949,5695,24.15,2.87276513022369,3485.56670162559
Fetal alcohol spectrum disorder,B,High,2,22,1,7,157,0.108876560332871,1,6,91,8,888.8,49104.2,25.9674721299067,3071.20686546463,672,12244.2,-1.6,2.40747212990669,3071.14479889043
Fever,B,Top,2,20,1,4,415,0.172916666666667,1,6,76,7,1436.8,40594.2,24.2286729095025,3563.82854166667,1226,4704.2,7.15,2.90867290950246,3563.6245
FFP standards,C,High,0,0,0,0,1,0.005291005291005,0,0,1,1,117.1,2447.2,2.93974676575833,270.510052910053,119.1,1477.2,13.6,2.93974676575833,270.544444444444
Fibromyalgia,B,High,1,16,1,4,338,0.063797659494149,1,5,176,10,2644.6,41255.6,19.7321269430202,3295.62121555304,2416.8,7305.6,2.55,2.41212694302018,3295.58607021518
Fight-or-flight response,C,Low,0,0,0,0,17,0.017051153460381,0,0,13,2,517.9,3984.2,2.84812816856118,3218.53239719157,520.7,2044.2,1.3,2.84812816856118,3218.58184553661
Finasteride,B,Mid,0,0,0,12,251,0.131827731092437,1,0,86,12,1010.9,16002.2,2.83539053503451,3071.75047268908,802.9,4362.2,7.8,1.87539053503451,3071.67174369748
First aid,C,High,0,0,0,2,25,0.009147457006952,0,0,15,0,1410.4,6254.8,9.96604219850899,3647.01738016831,1412.2,6254.8,3.3,9.80604219850899,3647.06212952799
Fistula,Start,Mid,2,7,1,2,43,0.08739837398374,0,3,8,6,258.3,22807.4,9.18641079713201,3372.16605691057,258.3,2437.4,-5.7,1.02641079713201,3372.08658536585
Flatulence,B,Mid,2,8,1,4,32,0.006332871561449,0,3,39,3,2600,23114.6,13.0942995639035,3650.51203245597,2597.2,5654.6,9.15,3.77429956390354,3650.59344943598
Flint water crisis,C,Low,0,0,0,0,1454,0.443292682926829,0,0,34,1,1304,32042.2,6.6681572957004,1051.34225609756,1410.4,31072.2,6,6.6681572957004,1050.56073170732
Florence Nightingale,B,Low,0,0,0,0,18,0.002858504049547,0,0,9,0,3179.5,11321.2,17.9280864053177,3467.00543115769,3210.3,11321.2,11,17.9280864053177,3467.06908051453
Fluoxetine,B,High,1,72,1,15,281,0.116742833402576,1,0,139,13,1349.5,19499.6,78.0831129489431,2654.72181138346,1135.7,6889.6,-2.25,3.88311294894314,2654.60843373494
Folliculitis,Start,Mid,2,11,1,6,8,0.025396825396825,0,6,6,3,163,33045.8,13.8161920048918,3245.04825396825,162.4,1035.8,2.55,1.33619200489184,3245.07238095238
Food and Drug Administration,C,High,0,0,0,1,29,0.008661887694146,0,0,78,1,1550.8,12178.8,10.8523022877723,3616.01645758662,1538.6,11208.8,-2.85,10.7723022877723,3616.08154121864
Fragile X syndrome,B,Mid,2,22,1,8,78,0.039393939393939,1,8,98,7,1284.5,51226.6,26.5536685872097,3535.07484848485,1058.3,5636.6,3.25,2.9136685872097,3535.11666666667
Frontotemporal dementia,C,Mid,2,15,1,5,88,0.138364779874214,0,6,53,5,302.9,37779.2,17.266302651625,3171.26289308176,297.5,3829.2,1.2,0.86630265162496,3171.09905660377
Furosemide,B,Mid,1,57,1,15,76,0.119309262166405,1,0,37,5,545.8,8134.4,61.7798321747357,3216.22668759812,340.8,3284.4,-2.25,2.57983217473572,3216.14411302983
Gabapentin,B,Mid,1,61,1,13,442,0.199188823794502,1,0,120,15,1230.4,19010,66.6496419760489,3215.37845876521,1015.4,4460,9.9,3.6096419760489,3215.13492564218
Gallstone,B,High,2,24,1,3,199,0.123067408781694,1,8,44,4,998.7,45480,30.5474200646637,3316.73382807669,791.7,2800,7.75,5.30742006466366,3316.63135435993
Gam-COVID-Vac,Start,Low,1,19,1,4,12,0.017492711370262,0,0,13,1,274.1,4681,25.190128521862,208.033236151603,282.1,3711,1.6,4.87012852186199,208.179300291545
Gangrene,C,High,1,13,1,6,103,0.061787642471506,1,6,29,4,1083.5,35384.6,17.3329310909018,3348.6173965207,879.1,2404.6,9.85,2.85293109090185,3348.58818236353
Gastritis,B,High,2,21,1,5,272,0.272272272272272,1,6,21,4,686.8,35111.8,24.1649975737224,3110.01731731732,486.8,2131.8,11.95,1.76499757372241,3109.61411411411
Gastroenteritis,GA,Top,1,14,1,2,460,0.262257696693272,1,7,110,9,1089.6,47375.2,19.6213789691291,3135.49828962372,870.2,4695.2,14.05,4.46137896912907,3135.22234891676
Gastroesophageal reflux disease,B,Mid,1,16,1,3,288,0.124137931034483,1,7,79,9,1363.2,46443.8,20.4937992478459,3387.23586206897,1150.4,3763.8,7.9,3.2537992478459,3387.15310344828
Gender dysphoria,C,Mid,2,11,0,5,68,0.030048608042422,0,4,31,7,1006.9,30506.8,13.4973112883121,3574.05709235528,1010.5,4316.8,1.25,2.09731128831207,3574.15934600088
Generalized anxiety disorder,C,High,2,13,1,3,119,0.069794721407625,0,4,138,4,874,31806.2,15.3777372291092,3177.63260997067,843.2,8526.2,-15.8,1.1377372291092,3177.57319648094
Genetics,FA,High,0,0,0,0,16,0.003238866396761,0,0,94,3,2569.7,12112.2,15.5381475187067,3647.50615384615,2559.9,9202.2,8.45,15.5381475187067,3647.59631578947
Germ theory of disease,C,Mid,0,0,0,0,11,0.009068425391591,0,0,16,1,626.6,6122.8,4.07089804103907,3399.01723000824,627.8,5152.8,6.15,4.07089804103907,3399.09150865622
Ginkgo biloba,B,Mid,0,0,0,0,45,0.016304347826087,0,0,47,5,1311.8,10144.8,15.5432484138868,3498.03097826087,1315.2,5294.8,8.1,15.5432484138868,3498.11195652174
Glasgow Coma Scale,C,Top,1,4,0,4,18,0.0288,0,0,36,1,337.7,3377,4.4627896010296,3357.55472,330.3,2407,17.85,0.142789601029601,3357.5816
Glaucoma,B,High,1,11,1,4,196,0.077839555202542,1,6,127,11,1484,48933.4,20.342363591411,3489.64789515488,1261.4,9163.4,1.2,8.02236359141101,3489.60508339952
Glioblastoma,B,Mid,2,24,1,7,186,0.127835051546392,0,7,135,7,734.4,45998.2,29.4242375208031,3106.24288659794,701.2,5258.2,1.25,3.86423752080314,3106.10845360825
Gonorrhea,B,Mid,2,20,1,4,239,0.07577679137603,1,5,87,8,1866.2,36350.6,26.311235450676,3508.14397590361,1645,4340.6,10.55,4.99123545067601,3508.10519974635
Gout,GA,Top,2,27,1,5,782,0.19677906391545,1,9,116,9,2106.8,57215.2,34.9547444800942,3527.37388022144,1888.8,4835.2,18.45,6.55474448009424,3527.16909914444
Granuloma,C,Mid,2,7,1,4,21,0.042682926829268,0,4,24,2,247.2,23773.6,10.61951395343,3227.58109756098,241.6,2433.6,0.15,2.29951395342996,3227.57317073171
Graves' disease,B,Mid,1,12,1,6,169,0.07179269328802,1,7,47,10,1276.5,49489.8,17.6540534765803,3542.13640611725,1080.3,5839.8,6.45,4.17405347658032,3542.10297366185
Gravidity and parity,C,High,0,0,0,1,4,0.013793103448276,0,0,5,0,146.1,1552.8,0.219023034372678,2941.52620689655,146.3,1552.8,13.65,0.139023034372678,2941.57862068965
Great Barrington Declaration,B,Low,0,0,0,1,22,0.039783001808318,0,0,14,0,215.2,8108.8,5.59614667725101,179.575587703436,234.6,8108.8,-4.65,5.51614667725101,179.530379746835
Great Plague of London,GA,Mid,0,0,0,1,3,0.001776198934281,0,0,4,0,861.3,7002,7.48712401661039,3684.00337477798,864.1,7002,20.65,7.40712401661039,3684.09769094139
Guillain–Barré syndrome,GA,Mid,1,14,0,3,198,0.092566619915849,1,7,63,9,1232.7,48078.8,16.8990754374476,3715.67587657784,1023.3,5398.8,8.6,2.65907543744763,3715.64081346424
Gunshot wound,C,Mid,1,13,1,3,94,0.108170310701956,1,1,66,8,661.7,17531.8,17.7913812821055,2640.20552359033,448.3,4921.8,8.55,3.5513812821055,2640.13947065593
Gynecomastia,C,High,2,15,1,3,582,0.189391474129515,0,4,55,11,1494.8,34836.4,20.1085812132653,2947.35984380085,1487.4,4766.4,0.550000000000001,3.86858121326534,2947.08141880898
Haemophilia,C,Mid,1,13,1,4,161,0.04019975031211,1,8,58,10,2292.1,54115.2,19.9352496897191,3639.57637952559,2087.5,5615.2,14.45,5.61524968971909,3639.61176029963
Haemophilia in European royalty,Start,Low,0,0,0,0,0,0,0,0,1,0,220.8,2764.4,2.02273361075207,2843,222.4,2764.4,-0.550000000000001,2.02273361075207,2843.07160493827
Hair loss,C,Mid,2,16,1,7,168,0.115147361206306,1,6,30,7,915,41223.6,21.1001441836821,3383.71877998629,716.4,5333.6,15.05,3.54014418368209,3383.61473612063
Hallucination,B,Mid,2,9,1,3,32,0.016684045881126,0,5,34,4,998.8,33396.2,11.9089069900019,3554.03169968717,997,5266.2,-2.65,1.66890699000194,3554.06350364963
Haloperidol,C,Mid,0,0,0,16,119,0.082696316886727,1,0,50,14,874.9,18648.8,4.84195077893279,3399.15712300209,674.7,5068.8,-6.1,3.56195077893278,3399.12008339124
"Hand, foot, and mouth disease",B,Mid,1,15,1,4,244,0.187260168841136,0,6,58,7,643.9,38341,18.6535045527253,3413.8557943208,633.3,2451,15.15,2.33350455272534,3413.573676132
Hanging,B,Low,0,0,0,0,6,0.001717229536348,0,0,5,0,1699.8,9981.6,12.7984828642407,3436.50326273612,1725,9981.6,12.6,12.7984828642407,3436.59564968517
Hashimoto's thyroiditis,B,Mid,1,14,1,4,71,0.082462253193961,1,6,36,7,665.6,38673.4,16.9984530591577,3172.65667828107,461.4,2783.4,1.2,1.67845305915774,3172.60940766551
Hasnat Khan,Start,Low,0,0,0,0,4,0.010526315789474,0,0,2,0,183.5,742,1.08684210526316,2503.52,188.5,742,14.1,1.08684210526316,2503.65789473684
Health,C,Top,0,0,0,0,6,0.000947119179163,0,0,40,1,3391.5,6576.4,6.21458173625122,3578.50179952644,3389.5,5606.4,7.15,6.21458173625122,3578.58685082873
Health care,C,Top,0,0,0,2,29,0.007284601858829,0,0,20,0,2010.5,4439.6,6.98408604666084,3331.01384074353,2013.7,4439.6,-2.25,6.82408604666084,3331.08771665411
Heart,GA,Low,1,9,0,4,753,0.101455133387227,1,0,51,9,3969.6,24370.2,35.6712515917181,3593.19276475344,3774.6,15640.2,14.4,26.3512515917181,3593.14535165724
Heart failure,B,High,1,15,1,6,649,0.231290092658589,1,5,103,10,1528.2,43990.4,23.3553269316825,3338.93945117605,1319.6,10040.4,7.15,6.87532693168254,3338.66336421953
Heart rate,B,Mid,0,0,0,2,36,0.010221465076661,0,0,63,2,1917.6,10750.8,11.1195001618598,3305.01942078365,1907.8,8810.8,5.65,10.9595001618598,3305.06064735945
Helicobacter pylori,FA,High,1,12,1,2,101,0.046203110704483,0,7,239,9,1142.4,52416.6,17.6238033451641,3384.08778591034,1095.8,9736.6,3.2,4.46380334516406,3384.13421774931
Helium,FA,Mid,0,0,0,0,11,0.002293099854075,0,0,43,3,2302.3,14878.4,13.7536231174835,3637.50435688972,2363.5,11968.4,12.25,13.7536231174835,3637.65972482802
Hematoma,Start,Mid,2,9,1,5,13,0.029213483146067,0,4,5,3,232.9,23180.2,13.2181323495893,3167.05550561798,232.9,870.2,-2.25,2.81813234958931,3167.0808988764
Hemorrhoid,GA,Top,1,14,1,4,426,0.139033942558747,1,6,46,8,1726.9,40540.8,24.2413788749535,3412.26416449086,1527.9,3680.8,13.95,8.92137887495353,3412.13981723238
Henrietta Lacks,GA,Low,0,0,0,0,3,0.001225490196078,0,0,6,0,1119.6,4374.6,3.88509049350849,3291.50232843137,1134.6,4374.6,10.85,3.88509049350849,3291.62279411765
Heparin,C,Mid,0,0,0,10,76,0.074436826640549,1,0,82,9,718,14553.2,8.51585719824293,3348.64142997062,514,5823.2,0.550000000000001,7.71585719824292,3348.62105778648
Hepatitis,B,Top,1,12,1,2,361,0.101319113106932,1,5,245,12,2035.8,50284,22.7316960996387,3587.1925063149,1764.6,14394,-2.2,9.57169609963868,3587.13892786977
Hepatitis B,GA,Top,2,24,1,5,235,0.076697127937337,1,7,146,8,1821.7,48706.2,32.8476385876224,3420.64572454308,1595.7,6996.2,11.95,7.44763858762244,3420.64902088773
Hepatitis C,GA,Top,1,14,1,3,634,0.177541304956595,1,7,161,10,1915.3,51177,22.1420185255177,3493.83732847942,1693.9,7527,11.35,6.9020185255177,3493.68801456175
Hernia,B,High,1,12,1,3,147,0.095268956578095,1,5,35,6,1028.4,33925.2,19.3924601118842,3487.6810110175,823,3855.2,11.3,6.15246011188415,3487.6166558652
Heroin,B,High,0,0,0,11,197,0.023974686625289,1,0,52,11,4202.5,21600.4,11.0047517026268,3633.04555190459,4035.9,10930.4,6.5,10.1247517026268,3633.09675063892
Herpes simplex,GA,Top,1,12,1,6,289,0.05356811862836,1,6,131,11,2969.1,46218.4,21.5134099052013,3285.10177942539,2748.9,6448.4,7.15,8.03340990520132,3285.10587581094
Herpes simplex virus,B,Mid,0,0,0,1,30,0.010649627263046,0,0,95,3,1466.2,8395.4,4.47838139015233,3499.0202342918,1459.8,5485.4,7.15,4.39838139015233,3499.08668796592
Heterochromia iridum,C,Low,1,6,1,5,19,0.010042283298097,0,6,34,2,964.2,33346,18.0668964839961,3184.01908033827,957,2306,7.4,10.6668964839962,3184.06723044397
Hh blood group,C,Low,0,0,0,1,10,0.019267822736031,0,0,3,0,284.5,1688.8,1.10391377002991,2789.5366088632,285.5,1688.8,15.45,1.02391377002991,2789.58208092486
Hiatal hernia,B,High,2,22,1,6,68,0.117443868739206,0,7,25,5,319.6,40585,29.0617265289843,3385.7231433506,315,1785,10.95,5.58172652898427,3385.62227979275
